,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
9752,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",31/12/2020,36,16,62,,,,34,25,42,2,2,4,4,3,6,16,11,23,16,15,21
9753,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",30/12/2020,168,145,188,151,142,157,111,95,131,4,3,4,5,3,7,12,4,16,14,13,15
9754,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",29/12/2020,165,136,180,152,145,158,109,85,131,4,3,4,5,2,6,11,6,15,13,11,20
9755,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",28/12/2020,163,143,186,152,147,155,106,80,132,4,3,4,5,4,7,11,5,17,13,12,14
9756,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",27/12/2020,166,143,184,154,148,159,103,75,127,4,3,4,6,3,9,10,5,15,13,12,14
9757,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",26/12/2020,169,143,190,152,140,159,109,94,128,4,3,4,5,2,6,11,5,15,13,12,14
9758,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",25/12/2020,164,120,187,144,119,156,105,77,125,3,2,3,4,1,6,10,5,13,13,12,14
9759,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",24/12/2020,146,75,185,144,107,156,108,76,158,6,2,12,25,3,119,15,4,29,30,7,56
9760,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",23/12/2020,132,43,183,138,102,158,106,74,133,3,2,4,5,4,7,12,10,18,14,12,14
9761,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",22/12/2020,129,62,182,138,108,158,105,76,124,3,3,3,6,4,7,12,10,15,13,13,14
9762,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",21/12/2020,142,83,186,140,116,157,106,88,122,3,3,3,5,4,6,12,10,13,14,12,15
9763,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",20/12/2020,157,108,186,140,117,154,107,89,126,3,3,3,5,4,6,13,10,16,13,12,14
9764,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",19/12/2020,151,74,189,139,104,157,99,80,118,3,3,3,5,4,7,16,13,17,14,12,14
9765,Telangana,Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",18/12/2020,119,73,176,130,110,158,102,96,114,3,3,3,5,4,6,15,11,16,14,12,15
