,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
11776,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",31/12/2020,341,269,410,266,155,444,52,38,64,9,8,11,24,12,58,39,8,109,26,13,47
11777,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",30/12/2020,361,250,412,316,206,435,58,37,89,10,8,14,12,2,31,50,8,114,17,8,40
11778,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",29/12/2020,426,356,500,379,203,500,83,56,120,14,10,28,8,2,18,85,8,188,18,3,47
11779,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",28/12/2020,432,300,500,383,213,500,81,40,118,20,5,42,8,2,19,78,8,188,16,4,55
11780,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",27/12/2020,362,282,500,269,176,500,73,46,133,15,9,33,15,1,29,52,8,112,18,5,54
11781,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",26/12/2020,349,226,422,296,145,480,63,39,100,11,5,16,,,,55,8,127,24,9,52
11782,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",25/12/2020,435,314,500,,,,65,21,116,19,5,46,9,4,22,66,8,146,15,3,58
11783,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",24/12/2020,430,321,500,379,219,500,36,15,62,13,4,46,5,2,13,90,7,187,21,3,60
11784,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",23/12/2020,430,309,500,367,172,500,35,15,60,16,4,42,2,1,5,79,1,118,14,3,53
11785,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",22/12/2020,410,303,500,,,,40,17,79,19,5,56,3,1,9,61,2,124,18,2,64
11786,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",21/12/2020,457,352,500,409,198,500,87,41,134,17,8,30,3,2,5,50,6,117,31,2,47
11787,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",20/12/2020,429,345,500,369,192,500,97,43,176,18,8,36,3,1,13,54,6,129,31,2,46
11788,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",19/12/2020,326,198,428,249,112,484,60,30,136,11,2,24,5,1,12,47,6,151,31,9,46
11789,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",18/12/2020,187,10,317,149,2,213,36,20,68,6,4,11,11,3,29,46,24,105,37,21,57
11790,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",17/12/2020,347,247,417,248,147,456,71,38,108,10,5,17,13,6,22,56,8,146,28,11,47
11791,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",16/12/2020,354,272,391,257,175,402,83,51,131,12,5,25,12,8,21,48,6,125,17,5,53
11792,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",15/12/2020,254,67,352,179,121,351,56,24,108,8,4,17,10,7,22,56,6,138,24,10,46
11793,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",14/12/2020,232,87,355,171,102,233,42,20,76,6,3,12,10,7,14,59,2,118,29,9,51
11794,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",13/12/2020,333,165,415,292,191,430,72,42,97,12,5,27,7,2,10,45,2,109,17,4,47
11795,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",12/12/2020,362,237,430,333,184,453,97,71,133,16,10,29,6,2,11,27,6,97,9,7,20
11796,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",11/12/2020,362,312,414,321,209,434,102,67,144,16,9,24,9,6,16,54,7,108,22,7,75
11797,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",10/12/2020,401,344,460,372,202,484,111,50,182,20,7,47,9,5,16,49,1,118,25,7,86
11798,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",09/12/2020,,,,,,,,,,,,,,,,69,4,117,13,8,23
11799,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",08/12/2020,426,328,493,408,220,500,100,48,170,35,7,76,11,1,31,57,2,116,24,7,71
11800,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",07/12/2020,404,340,500,356,220,500,116,55,184,29,8,70,7,1,18,54,2,109,23,7,99
11801,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",06/12/2020,442,374,500,414,264,500,112,68,186,48,9,94,11,1,38,63,3,112,25,7,90
11802,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",05/12/2020,449,336,500,452,349,500,109,65,209,46,6,93,6,1,26,52,2,115,23,1,75
11803,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",04/12/2020,433,369,500,391,208,500,102,56,166,24,5,75,6,2,20,54,1,120,13,1,70
11804,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",03/12/2020,413,368,491,410,268,495,101,44,170,17,5,50,4,1,11,43,1,91,22,1,80
11805,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",02/12/2020,385,323,490,382,221,500,110,51,181,19,5,44,6,1,13,65,3,115,23,1,85
11806,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",01/12/2020,305,82,450,277,132,500,92,37,178,12,3,39,8,1,15,101,16,156,28,2,84
11807,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",30/11/2020,290,158,356,201,110,380,82,42,148,9,4,19,18,2,37,41,13,117,31,8,85
11808,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",29/11/2020,241,56,341,181,104,348,77,25,150,13,4,24,11,4,26,27,1,139,21,4,61
11809,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",28/11/2020,308,101,395,256,106,420,78,27,161,13,12,14,11,1,28,48,2,116,23,2,61
11810,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",27/11/2020,404,348,470,364,233,479,117,52,181,10,5,19,5,1,20,46,3,153,21,1,81
11811,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",26/11/2020,419,320,500,366,197,500,117,51,184,4,2,6,4,1,15,51,13,112,20,1,83
11812,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",25/11/2020,396,298,500,345,156,500,114,45,196,4,2,6,4,1,10,40,1,78,22,1,88
11813,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",24/11/2020,383,260,500,342,160,500,99,40,172,5,2,6,7,1,15,43,2,114,22,2,98
11814,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",23/11/2020,248,64,345,168,112,231,59,25,126,6,5,6,10,1,23,46,1,113,36,13,69
11815,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",22/11/2020,247,66,349,178,94,348,50,21,85,6,5,6,13,3,36,11,3,31,37,23,63
11816,Uttar Pradesh,Lucknow,site_297,"Talkatora District Industries Center, Lucknow - CPCB",21/11/2020,280,52,384,200,125,281,63,19,106,8,3,10,15,1,38,19,1,110,48,11,70
