,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
7912,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",31/12/2020,319,277,365,190,164,246,40,19,110,4,2,6,80,45,101,39,19,99,5,5,6
7913,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",30/12/2020,317,88,500,238,140,451,49,23,114,5,2,7,62,9,110,49,18,127,8,4,58
7914,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",29/12/2020,219,57,343,208,140,298,50,20,140,9,2,17,69,9,110,30,18,103,5,4,6
7915,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",28/12/2020,405,177,491,386,241,471,114,27,259,18,14,23,,,,59,20,106,4,1,6
7916,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",27/12/2020,350,212,443,296,159,445,106,27,282,17,12,21,87,21,127,48,19,168,4,1,6
7917,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",26/12/2020,,,,286,116,413,137,24,295,20,15,26,71,10,127,53,19,150,4,1,6
7918,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",25/12/2020,,,,,,,169,44,359,27,20,52,96,27,139,38,19,168,3,1,5
7919,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",24/12/2020,417,352,494,,,,197,46,380,26,22,30,100,41,137,46,19,184,3,1,5
7920,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",23/12/2020,404,282,486,,,,163,35,367,24,19,30,93,32,135,42,19,165,3,1,5
7921,Delhi,Delhi,site_119,"Sirifort, Delhi - CPCB",22/12/2020,343,168,418,287,149,476,97,33,293,25,22,32,85,28,122,47,19,169,4,1,5
