,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
552,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",31/12/2020,,,,,,,,,,,,,,,,,,,,,
553,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",30/12/2020,,,,,,,,,,,,,,,,,,,,,
554,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",29/12/2020,,,,,,,,,,,,,,,,,,,,,
555,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",28/12/2020,,,,,,,,,,,,,,,,,,,,,
556,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",27/12/2020,123,71,199,105,82,126,27,13,44,5,1,9,,,,,,,5,4,6
557,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",26/12/2020,132,59,275,110,77,150,30,13,58,5,1,9,,,,,,,5,5,6
558,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",25/12/2020,,,,,,,,,,,,,,,,,,,,,
559,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",24/12/2020,149,67,275,122,93,157,30,24,43,5,1,8,,,,,,,5,5,6
560,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",23/12/2020,147,77,290,123,71,160,35,20,71,6,1,11,,,,,,,5,5,6
561,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",22/12/2020,,,,,,,,,,,,,,,,,,,,,
562,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",21/12/2020,,,,,,,,,,,,,,,,,,,,,
563,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",20/12/2020,,,,,,,,,,,,,,,,,,,,,
564,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",19/12/2020,,,,,,,,,,,,,,,,,,,,,
565,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",18/12/2020,,,,,,,,,,,,,,,,,,,,,
566,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",17/12/2020,,,,,,,,,,,,,,,,,,,,,
567,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",16/12/2020,,,,,,,,,,,,,,,,,,,,,
568,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",15/12/2020,,,,,,,,,,,,,,,,,,,,,
569,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",14/12/2020,,,,,,,,,,,,,,,,,,,,,
570,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",13/12/2020,128,70,248,115,89,148,32,21,54,,,,,,,,,,6,5,6
571,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",12/12/2020,116,85,180,108,82,152,33,14,55,,,,,,,,,,6,5,7
572,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",11/12/2020,84,43,203,92,58,157,31,12,64,,,,,,,,,,5,4,6
573,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",10/12/2020,59,38,143,62,32,114,26,13,48,,,,,,,,,,5,4,6
574,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",09/12/2020,25,2,58,24,10,48,24,11,49,,,,,,,,,,5,4,6
575,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",08/12/2020,20,2,48,23,8,47,22,10,38,,,,,,,,,,5,4,5
576,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",07/12/2020,13,5,22,,,,15,10,21,,,,,,,,,,4,3,5
577,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",06/12/2020,20,2,42,20,4,37,22,7,34,3,1,9,,,,,,,4,4,5
578,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",05/12/2020,17,7,67,,,,21,13,45,4,1,8,,,,,,,4,3,5
579,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",04/12/2020,18,8,38,17,8,31,21,11,36,3,1,8,,,,,,,4,4,5
580,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",03/12/2020,78,45,97,76,42,94,18,12,25,5,1,13,,,,,,,6,5,7
581,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",02/12/2020,67,38,147,74,49,107,23,13,31,,,,,,,,,,6,5,6
582,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",01/12/2020,,,,,,,,,,,,,,,,,,,,,
583,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",30/11/2020,,,,,,,,,,,,,,,,,,,,,
584,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",29/11/2020,,,,,,,,,,,,,,,,,,,,,
585,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",28/11/2020,,,,,,,,,,,,,,,,,,,,,
586,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",27/11/2020,,,,,,,,,,,,,,,,,,,,,
587,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",26/11/2020,,,,,,,14,8,22,3,1,7,,,,,,,5,5,6
588,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",25/11/2020,56,25,90,43,17,77,17,10,24,,,,,,,,,,6,5,7
589,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",24/11/2020,79,60,137,79,44,106,26,13,43,,,,,,,,,,7,6,8
590,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",23/11/2020,,,,,,,,,,,,,,,,,,,,,
591,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",22/11/2020,52,22,80,71,27,122,29,21,44,,,,,,,,,,5,5,6
592,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",21/11/2020,,,,,,,,,,,,,,,,,,,,,
593,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",20/11/2020,,,,,,,17,12,28,,,,,,,,,,5,5,6
594,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",19/11/2020,34,15,105,36,17,72,24,16,35,,,,,,,,,,5,4,6
595,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",18/11/2020,30,8,87,28,11,84,24,15,45,,,,,,,,,,5,5,6
596,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",17/11/2020,,,,24,5,66,27,8,45,,,,,,,,,,6,5,6
597,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",16/11/2020,44,10,261,32,8,125,17,10,25,,,,,,,,,,6,5,8
598,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",15/11/2020,142,15,500,109,21,500,20,8,51,,,,,,,,,,8,7,11
599,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",14/11/2020,,,,,,,,,,,,,,,,,,,,,
600,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",13/11/2020,,,,,,,,,,,,,,,,,,,,,
601,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",12/11/2020,,,,,,,,,,,,,,,,,,,,,
602,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",11/11/2020,,,,,,,,,,,,,,,,,,,,,
603,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",10/11/2020,,,,,,,,,,,,,,,,,,,,,
604,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",09/11/2020,100,23,164,81,19,110,21,13,33,,,,,,,,,,5,4,6
605,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",08/11/2020,,,,,,,,,,,,,,,,,,,,,
606,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",07/11/2020,,,,,,,,,,,,,,,,,,,,,
607,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",06/11/2020,,,,,,,,,,,,,,,,,,,,,
608,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",05/11/2020,,,,,,,,,,,,,,,,,,,,,
609,Tamil Nadu,Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",04/11/2020,,,,,,,,,,,,,,,,,,,,,
