,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
3312,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",31/12/2020,54,35,92,74,44,123,20,13,39,7,4,9,39,25,45,90,30,126,4,3,7
3313,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",30/12/2020,335,303,378,204,174,255,98,69,141,11,8,14,87,55,106,27,3,89,6,4,8
3314,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",29/12/2020,287,167,362,252,177,378,102,52,146,14,7,20,78,40,111,35,3,114,5,4,7
3315,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28/12/2020,179,45,336,197,134,321,98,61,149,20,12,53,80,25,112,31,8,93,4,2,5
3316,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",27/12/2020,354,193,463,265,147,437,126,79,177,15,9,24,94,35,141,48,9,157,7,6,8
3317,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26/12/2020,325,83,441,270,111,438,130,68,181,16,9,23,95,22,138,42,8,128,8,6,10
3318,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",25/12/2020,427,287,500,365,174,500,143,77,182,28,9,130,118,55,157,43,8,160,11,8,15
3319,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",24/12/2020,447,350,500,406,233,500,169,132,226,22,10,63,110,70,141,46,8,172,10,6,13
3320,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",23/12/2020,435,310,500,385,175,500,153,100,203,24,9,85,107,55,143,44,8,171,8,5,11
3321,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",22/12/2020,340,177,450,256,145,443,128,84,191,32,18,101,100,60,120,46,9,180,6,4,7
3322,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",21/12/2020,325,183,413,254,146,412,110,71,160,26,16,40,89,50,114,53,7,159,5,4,6
3323,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",20/12/2020,330,220,436,247,157,422,101,40,160,19,13,30,85,50,108,34,10,175,7,4,10
3324,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",19/12/2020,264,68,374,186,114,361,90,57,158,12,7,20,76,40,106,47,13,120,6,5,8
3325,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",18/12/2020,319,233,383,195,130,304,84,51,134,12,8,15,79,38,101,33,12,80,7,6,9
3326,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",17/12/2020,276,107,355,171,123,226,94,72,137,9,6,12,67,40,82,33,11,89,6,5,8
3327,Delhi,Delhi,site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",16/12/2020,273,147,342,165,115,207,91,62,141,31,9,107,78,45,108,33,11,103,6,5,7
