,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
9568,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",31/12/2020,260,165,307,,,,44,29,69,,,,9,6,11,37,25,46,40,26,51
9569,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",30/12/2020,268,137,329,,,,60,25,96,,,,10,5,16,44,26,57,37,13,58
9570,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",29/12/2020,282,132,391,,,,82,25,130,,,,16,4,36,52,1,88,32,4,59
9571,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",28/12/2020,281,93,392,,,,87,18,157,,,,19,10,39,62,26,101,27,5,64
9572,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",27/12/2020,307,178,425,,,,86,25,170,,,,16,10,30,71,20,102,26,4,68
9573,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",26/12/2020,282,178,389,,,,72,24,125,,,,9,4,17,50,14,91,30,7,57
9574,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",25/12/2020,191,83,344,,,,61,31,119,,,,10,5,18,47,9,74,33,8,59
9575,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",24/12/2020,221,95,361,,,,87,39,169,,,,19,9,38,44,24,78,41,6,69
9576,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",23/12/2020,195,42,366,,,,89,21,189,,,,30,11,57,66,10,101,27,6,68
9577,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",22/12/2020,136,54,263,,,,68,19,141,,,,25,14,51,58,17,104,31,12,67
9578,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",21/12/2020,158,77,248,,,,47,20,103,,,,22,12,36,46,19,60,35,14,61
9579,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",20/12/2020,197,94,340,,,,55,19,96,,,,14,9,22,40,18,73,33,6,52
9580,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",19/12/2020,211,91,326,,,,54,17,97,,,,10,1,16,37,24,56,30,6,50
9581,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",18/12/2020,153,58,312,,,,70,20,196,,,,10,5,18,63,2,101,19,5,49
9582,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",17/12/2020,177,77,262,,,,48,25,114,,,,8,5,13,51,25,73,23,5,47
9583,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",16/12/2020,130,75,245,,,,46,25,107,,,,7,3,13,47,19,76,27,14,41
9584,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",15/12/2020,113,68,173,,,,36,21,69,,,,8,4,12,35,20,53,35,24,49
9585,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",14/12/2020,158,85,253,,,,46,26,78,,,,9,5,12,43,22,58,35,12,56
9586,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",13/12/2020,140,83,272,,,,49,27,101,,,,9,6,12,46,22,72,32,12,55
9587,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",12/12/2020,94,46,165,,,,54,27,115,,,,6,1,12,53,12,82,28,10,59
9588,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",11/12/2020,161,62,322,,,,68,24,106,,,,14,6,32,36,16,90,34,5,59
9589,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",10/12/2020,,,,,,,,,,,,,,,,,,,,,
9590,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",09/12/2020,31,12,97,59,18,149,52,42,77,1,1,1,7,6,11,18,3,123,2,1,2
9591,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",08/12/2020,21,11,34,28,13,37,45,19,123,2,1,4,6,2,15,62,8,111,2,1,25
9592,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",07/12/2020,,,,,,,,,,,,,,,,,,,,,
9593,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",06/12/2020,19,12,29,27,15,42,44,38,78,2,1,2,7,6,8,124,37,144,2,1,2
9594,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",05/12/2020,20,8,40,32,13,49,44,27,111,4,3,12,6,2,13,42,3,88,2,1,53
9595,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",04/12/2020,,,,,,,,,,,,,,,,,,,,,
9596,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",03/12/2020,180,59,319,,,,62,18,121,,,,24,5,40,49,26,74,37,5,68
9597,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",02/12/2020,,,,,,,,,,,,,,,,,,,,,
9598,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",01/12/2020,,,,,,,,,,,,,,,,,,,,,
9599,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",30/11/2020,136,54,263,,,,68,19,141,,,,25,14,51,58,17,104,31,12,67
9600,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",29/11/2020,211,91,326,,,,54,17,97,,,,10,1,16,37,24,56,30,6,50
9601,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",28/11/2020,94,46,165,,,,54,27,115,,,,6,1,12,53,12,82,28,10,59
9602,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",27/11/2020,192,55,322,,,,88,26,227,,,,16,5,28,76,23,108,21,5,55
9603,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",26/11/2020,180,59,319,,,,62,18,121,,,,24,5,40,49,26,74,37,5,68
9604,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",25/11/2020,,,,,,,,,,,,,,,,,,,,,
9605,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",24/11/2020,117,55,250,,,,43,16,104,,,,20,8,36,35,15,58,38,22,61
9606,Telangana,Hyderabad,site_294,"Sanathnagar, Hyderabad - TSPCB",23/11/2020,114,68,225,,,,42,16,126,,,,17,8,31,33,9,51,39,5,56
