,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
14536,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",31/12/2020,98,79,127,115,99,130,18,2,52,1,1,3,5,1,13,81,71,101,30,4,38
14537,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",30/12/2020,74,59,92,92,75,110,11,1,37,2,1,3,4,1,9,74,64,84,32,7,40
14538,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",29/12/2020,64,37,98,84,51,112,7,1,22,2,1,3,6,4,12,64,62,84,40,10,44
14539,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",28/12/2020,104,52,269,117,75,186,22,2,60,1,1,2,8,2,16,65,59,100,27,5,37
14540,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",27/12/2020,85,36,212,102,53,166,21,1,62,2,1,4,6,1,14,90,84,103,26,2,35
14541,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",26/12/2020,88,44,158,110,70,146,26,6,55,2,1,4,8,2,20,92,85,103,37,1,54
14542,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",25/12/2020,68,36,131,92,52,134,81,4,221,2,1,3,7,2,13,84,78,100,32,2,43
14543,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",24/12/2020,86,34,189,100,47,154,114,10,227,1,1,2,9,2,23,64,54,90,36,1,50
14544,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",23/12/2020,67,36,137,88,49,138,91,13,171,2,1,3,8,2,14,81,75,91,57,12,82
14545,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",22/12/2020,54,25,144,77,42,140,57,7,164,2,1,3,6,2,11,76,71,92,29,4,39
14546,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",21/12/2020,63,23,172,86,39,153,66,4,153,3,2,4,6,1,14,83,75,96,56,3,74
14547,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",20/12/2020,56,27,84,86,41,119,20,1,51,2,1,3,4,2,7,64,50,89,27,4,46
14548,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",19/12/2020,71,47,173,105,76,166,70,7,203,3,1,4,4,1,7,95,89,105,26,6,38
14549,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",18/12/2020,53,40,64,89,65,119,15,1,35,3,2,4,2,1,9,90,86,113,31,3,40
14550,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",17/12/2020,59,29,81,92,54,132,46,11,121,4,2,4,3,1,8,109,107,113,31,8,39
14551,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",16/12/2020,44,29,72,69,50,113,15,2,43,2,2,3,3,1,9,105,104,110,38,8,45
14552,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",15/12/2020,24,4,52,33,6,67,13,1,33,3,2,3,2,1,5,105,102,108,25,9,33
14553,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",14/12/2020,48,24,81,67,32,114,81,19,195,3,3,4,5,2,7,106,104,114,21,5,30
14554,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",13/12/2020,39,25,62,56,36,89,12,4,45,2,2,3,2,1,3,106,105,113,24,5,40
14555,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",12/12/2020,57,35,79,78,49,105,25,3,68,2,1,3,4,1,12,113,105,120,18,3,61
14556,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",11/12/2020,94,39,261,118,54,196,69,2,236,3,2,4,5,1,18,106,76,107,64,5,78
14557,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",10/12/2020,85,47,144,143,95,204,92,16,201,3,2,4,16,1,33,84,78,108,75,4,102
14558,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",09/12/2020,82,44,153,138,77,191,91,5,258,3,2,4,7,1,16,76,74,99,146,5,230
14559,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",08/12/2020,109,48,259,154,116,201,104,23,218,3,3,4,8,3,15,81,73,100,66,1,112
14560,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",07/12/2020,91,45,200,146,104,242,92,11,209,3,3,5,8,2,12,77,69,94,82,5,122
14561,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",06/12/2020,148,48,277,181,106,365,119,23,246,3,2,4,19,2,37,108,106,118,162,5,272
14562,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",05/12/2020,154,49,262,174,117,262,104,14,203,2,2,3,19,4,40,109,105,116,150,8,227
14563,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",04/12/2020,123,43,266,154,109,238,23,1,136,3,2,4,5,1,13,81,75,97,70,2,86
14564,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",03/12/2020,166,44,316,173,124,262,67,4,170,3,2,4,12,1,39,109,104,115,155,7,204
14565,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",02/12/2020,121,45,281,150,95,221,17,1,45,4,3,4,3,1,10,83,77,99,85,6,114
14566,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",01/12/2020,99,47,162,142,98,185,89,6,207,2,2,3,4,2,10,84,78,98,149,9,214
14567,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",30/11/2020,57,28,73,85,55,113,9,1,33,4,3,5,3,1,6,76,71,89,104,35,143
14568,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",29/11/2020,100,59,156,124,55,183,19,1,76,4,4,5,16,1,40,77,70,94,49,20,76
14569,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",28/11/2020,74,43,164,143,108,173,71,8,163,3,1,4,29,3,105,107,103,112,47,23,77
14570,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",27/11/2020,229,51,336,201,138,263,96,12,249,3,3,5,5,1,12,87,80,103,83,3,111
14571,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",26/11/2020,284,155,336,212,154,362,32,4,228,4,2,4,5,2,16,88,79,104,76,5,105
14572,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",25/11/2020,174,61,305,144,103,189,41,7,165,4,4,5,5,2,12,79,75,100,93,28,98
14573,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",24/11/2020,163,1,332,129,1,297,21,1,70,4,3,5,4,1,12,69,65,102,57,4,95
14574,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",23/11/2020,170,60,307,174,114,282,79,5,196,3,2,4,10,3,25,107,105,113,73,4,110
14575,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",22/11/2020,103,55,206,141,116,187,42,3,138,4,4,5,2,1,7,76,72,91,84,14,100
14576,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",21/11/2020,87,53,202,142,106,170,70,8,176,3,3,4,5,2,14,79,73,101,79,10,98
14577,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",20/11/2020,144,52,306,155,127,204,18,3,47,4,3,4,12,3,40,107,105,112,163,28,216
14578,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",19/11/2020,127,53,202,156,115,240,66,4,157,3,2,4,4,1,11,81,78,101,70,6,98
14579,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",18/11/2020,92,52,188,144,98,192,55,5,157,4,3,5,4,1,15,80,76,99,81,8,106
14580,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",17/11/2020,112,51,205,137,92,244,38,7,135,4,3,4,3,1,8,87,78,100,72,12,95
14581,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",16/11/2020,134,66,206,159,94,239,76,3,162,4,3,4,2,1,5,82,75,100,59,2,87
14582,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",15/11/2020,67,23,100,132,80,208,31,1,127,3,2,4,6,1,12,79,73,94,63,3,80
14583,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",14/11/2020,,,,,,,,,,,,,,,,78,72,99,54,9,74
14584,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",13/11/2020,,,,,,,,,,,,,,,,,,,,,
14585,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",12/11/2020,,,,,,,,,,,,,,,,,,,,,
14586,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",11/11/2020,,,,,,,,,,,,,,,,,,,,,
14587,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",10/11/2020,,,,,,,,,,,,,,,,,,,,,
14588,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",09/11/2020,,,,,,,,,,,,,,,,,,,,,
14589,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",08/11/2020,,,,,,,,,,,,,,,,,,,,,
14590,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",07/11/2020,,,,,,,,,,,,,,,,,,,,,
14591,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",06/11/2020,,,,,,,,,,,,,,,,,,,,,
14592,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",05/11/2020,,,,,,,,,,,,,,,,,,,,,
14593,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",04/11/2020,,,,,,,,,,,,,,,,,,,,,
14594,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",03/11/2020,,,,,,,,,,,,,,,,,,,,,
14595,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",02/11/2020,,,,,,,,,,,,,,,,,,,,,
14596,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",01/11/2020,,,,,,,,,,,,,,,,,,,,,
14597,Maharashtra,Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",31/10/2020,,,,,,,,,,,,,,,,,,,,,
