,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
2576,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",31/12/2020,347,302,500,254,166,500,22,8,57,8,6,11,79,45,107,20,3,57,12,10,13
2577,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",30/12/2020,307,150,413,299,193,430,39,15,118,8,6,10,52,25,82,28,8,76,20,16,22
2578,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",29/12/2020,237,60,372,289,228,401,34,9,69,8,7,10,38,13,60,27,8,68,19,16,22
2579,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",28/12/2020,391,120,486,385,248,480,52,17,106,7,2,12,45,17,106,57,11,105,27,22,30
2580,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",27/12/2020,413,301,500,354,178,500,68,14,125,8,3,15,87,25,122,33,4,114,25,17,31
2581,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",26/12/2020,375,193,500,347,199,477,56,11,139,9,7,12,73,20,108,30,4,95,23,19,25
2582,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",25/12/2020,436,311,500,412,253,500,64,26,110,10,1,16,88,35,127,19,1,124,23,16,32
2583,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",24/12/2020,451,316,500,418,228,500,71,19,187,11,5,16,92,32,131,30,2,99,17,11,25
2584,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",23/12/2020,440,323,500,401,236,493,68,22,119,11,7,17,95,32,156,32,2,119,13,10,16
2585,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",22/12/2020,381,293,471,329,211,500,62,19,170,10,8,13,83,30,117,33,2,107,12,9,15
2586,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",21/12/2020,359,207,440,307,195,453,61,16,195,9,5,13,66,25,108,33,3,96,12,10,13
2587,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",20/12/2020,311,97,463,275,149,441,51,12,94,9,5,14,63,17,100,30,4,87,12,9,15
2588,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",19/12/2020,301,92,500,266,155,500,41,11,105,13,10,16,72,25,110,26,2,84,11,9,13
2589,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",18/12/2020,304,197,421,212,136,435,27,7,116,11,8,13,65,30,100,22,8,55,11,10,13
2590,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",17/12/2020,264,133,358,187,120,309,27,10,62,12,10,17,48,25,68,24,7,56,12,10,13
2591,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",16/12/2020,274,147,332,174,117,246,28,8,92,13,9,16,47,25,60,23,3,57,12,10,13
2592,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",15/12/2020,182,88,315,137,99,201,14,4,28,8,1,16,38,20,57,33,3,55,13,12,15
2593,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",14/12/2020,223,97,386,139,97,263,16,10,30,2,1,4,36,25,93,22,2,36,14,13,16
2594,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",13/12/2020,415,315,490,339,165,438,42,27,89,2,1,7,102,40,108,10,1,25,16,14,18
2595,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",12/12/2020,363,290,436,310,151,473,83,35,129,2,1,8,107,40,121,25,2,86,14,13,15
2596,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",11/12/2020,278,160,342,200,143,328,41,13,136,,,,48,28,68,25,1,65,15,14,16
2597,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",10/12/2020,354,113,500,346,146,500,55,11,104,2,1,6,59,20,114,26,4,90,17,15,20
2598,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",09/12/2020,380,133,500,347,125,500,66,20,109,,,,96,15,134,32,1,100,16,13,19
2599,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",08/12/2020,418,358,497,334,202,441,65,22,187,5,1,7,83,40,105,31,2,107,15,12,17
2600,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",07/12/2020,451,341,500,407,223,500,63,27,116,6,4,8,76,37,109,35,3,110,16,15,18
2601,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",06/12/2020,452,365,500,439,324,500,72,44,117,6,3,9,94,50,118,40,3,120,15,14,17
2602,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",05/12/2020,472,401,500,470,425,500,108,58,194,7,5,11,105,72,125,60,4,191,15,13,16
2603,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",04/12/2020,394,260,500,349,164,500,75,23,129,7,4,13,90,33,138,31,3,117,12,10,16
2604,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",03/12/2020,390,306,453,369,201,472,81,24,179,6,1,10,70,30,103,37,1,118,10,9,12
2605,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",02/12/2020,408,277,474,380,222,453,91,26,247,6,3,11,78,32,107,36,1,133,11,9,12
2606,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",01/12/2020,365,193,468,315,155,469,78,21,155,7,4,14,80,22,112,40,1,121,10,9,11
2607,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",30/11/2020,313,110,447,260,138,446,72,18,227,6,4,10,65,20,105,40,2,108,10,9,11
2608,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",29/11/2020,266,75,368,209,121,350,51,19,108,6,4,8,49,15,73,28,2,88,10,9,12
2609,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",28/11/2020,201,63,374,166,116,318,51,20,183,5,3,8,36,15,53,23,1,75,11,9,13
2610,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",27/11/2020,216,47,416,186,108,364,36,16,58,6,4,8,23,10,75,30,2,75,13,11,16
2611,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",26/11/2020,467,414,500,456,371,500,81,58,106,6,1,9,84,75,102,15,3,123,14,12,17
2612,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",25/11/2020,417,318,500,410,212,500,101,40,212,10,5,53,89,38,132,48,2,186,12,10,14
2613,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",24/11/2020,354,140,465,328,125,500,74,20,133,8,2,16,90,20,132,40,3,142,11,9,14
2614,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",23/11/2020,314,83,431,291,125,407,64,18,175,6,3,11,58,15,88,34,1,111,12,10,16
2615,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",22/11/2020,290,80,419,251,161,388,47,16,104,6,1,11,52,10,78,38,5,131,12,10,18
2616,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",21/11/2020,337,130,474,300,165,440,56,20,99,6,1,10,48,15,88,32,2,94,12,10,13
2617,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",20/11/2020,,,,297,159,406,68,41,127,8,2,11,70,32,101,15,2,66,,,
2618,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",19/11/2020,299,197,362,204,133,374,50,18,105,8,4,12,55,20,82,36,1,105,12,10,13
2619,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",18/11/2020,195,55,322,140,99,251,38,17,84,8,4,14,37,15,55,26,3,71,10,8,11
2620,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",17/11/2020,220,70,363,138,64,217,34,17,94,12,10,14,44,15,67,28,5,79,11,9,13
2621,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",16/11/2020,433,321,500,395,236,500,49,22,99,12,9,13,55,35,110,67,11,146,15,12,17
2622,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",15/11/2020,485,373,500,459,285,500,70,23,110,10,7,13,96,43,116,46,2,161,15,13,17
2623,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",14/11/2020,416,187,500,389,147,500,74,20,128,12,10,15,76,20,103,37,1,137,14,12,15
2624,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",13/11/2020,340,130,455,344,133,500,85,19,205,13,8,18,83,20,124,41,5,140,13,11,15
2625,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",12/11/2020,372,163,486,386,173,500,67,21,115,12,9,18,87,27,121,30,3,107,13,11,15
2626,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",11/11/2020,,,,,,,100,44,158,13,11,15,117,63,140,44,1,213,16,13,18
2627,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",10/11/2020,499,483,500,495,455,500,87,43,125,12,10,14,114,73,127,25,1,148,16,13,18
2628,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",09/11/2020,480,403,500,467,365,500,79,34,123,13,11,14,88,47,108,31,1,157,16,14,18
2629,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",08/11/2020,457,308,500,443,226,500,66,23,116,12,10,14,85,27,109,30,1,111,16,13,17
2630,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",07/11/2020,445,323,500,429,246,500,81,26,146,12,9,16,80,32,112,22,1,109,16,12,18
2631,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",06/11/2020,440,311,500,417,199,500,79,24,144,13,10,16,85,32,123,23,1,107,16,13,19
2632,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",05/11/2020,456,365,500,455,398,500,90,46,199,11,7,16,105,72,115,16,2,165,15,12,17
2633,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",04/11/2020,343,110,486,338,137,500,72,23,133,10,7,14,93,17,172,33,3,125,16,14,18
2634,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",03/11/2020,365,260,495,324,194,500,58,23,114,10,8,14,82,25,130,27,2,120,17,15,19
2635,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",02/11/2020,381,127,500,394,187,500,53,20,125,10,8,12,55,20,104,30,4,111,18,16,20
2636,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",01/11/2020,391,113,500,400,189,500,50,18,79,10,8,12,65,15,102,28,2,84,18,16,20
2637,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",31/10/2020,384,97,500,383,143,491,62,17,103,9,5,12,60,15,104,28,1,88,20,16,24
2638,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",30/10/2020,450,331,500,440,222,500,85,29,142,10,1,17,91,37,118,30,1,153,19,14,24
2639,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",29/10/2020,389,323,500,355,193,500,70,21,121,9,3,14,87,38,125,39,1,149,24,19,30
2640,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",28/10/2020,337,110,443,330,153,418,49,16,100,10,8,15,51,17,87,31,1,91,16,11,30
2641,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",27/10/2020,380,93,499,383,178,487,62,17,116,10,7,12,58,15,116,33,3,106,13,12,14
2642,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",26/10/2020,392,213,500,387,185,500,57,20,90,11,7,14,73,23,125,43,2,145,13,11,15
2643,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",25/10/2020,409,253,500,391,200,500,67,17,115,10,4,12,86,25,140,14,4,136,12,11,15
2644,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",24/10/2020,388,183,500,399,165,500,68,16,190,5,1,10,78,20,115,55,9,172,12,10,15
2645,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",23/10/2020,363,150,456,379,176,483,81,25,133,8,2,15,72,22,111,42,3,216,9,8,11
2646,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",22/10/2020,267,55,407,314,118,437,66,17,118,6,4,9,54,10,106,46,8,164,8,8,9
2647,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",21/10/2020,283,95,400,257,169,430,60,19,123,7,3,8,44,18,73,51,6,164,8,7,9
2648,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",20/10/2020,294,88,388,284,178,428,56,18,120,3,1,7,44,15,70,49,6,157,8,7,9
2649,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",19/10/2020,279,68,420,279,165,402,55,16,122,5,3,8,45,10,75,46,4,128,8,7,9
2650,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",18/10/2020,323,130,443,325,139,440,75,19,154,6,4,8,58,20,100,51,2,161,9,8,10
2651,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",17/10/2020,285,127,365,250,147,421,61,18,125,7,5,10,51,15,78,55,3,193,8,7,10
2652,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",16/10/2020,309,63,459,310,143,433,51,18,92,6,1,11,32,5,83,49,6,122,7,6,8
2653,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",15/10/2020,,,,,,,,,,,,,,,,,,,,,
2654,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",14/10/2020,330,177,433,336,171,426,66,23,105,9,5,12,63,28,102,57,6,144,8,7,9
2655,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",13/10/2020,322,170,420,291,198,453,61,19,136,9,5,11,69,22,101,40,1,124,8,7,10
2656,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",12/10/2020,276,147,346,257,189,421,46,18,89,8,7,10,50,25,65,36,1,91,9,8,11
2657,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",11/10/2020,271,120,362,231,185,336,44,17,96,7,5,10,46,22,63,37,1,112,9,8,12
2658,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",10/10/2020,263,113,353,241,164,471,48,17,104,6,3,9,55,25,95,43,3,155,11,9,13
2659,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",09/10/2020,249,83,350,229,165,316,43,18,69,5,2,8,52,23,70,42,4,137,11,8,13
2660,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",08/10/2020,265,123,391,250,175,384,61,19,168,,,,73,30,83,41,2,142,8,6,10
2661,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",07/10/2020,219,88,366,235,183,390,41,17,101,,,,45,20,75,48,4,130,9,8,11
2662,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",06/10/2020,227,65,321,254,183,398,58,22,125,9,3,14,42,18,68,34,3,108,7,6,9
2663,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",05/10/2020,204,92,324,253,169,403,41,17,78,11,9,13,41,20,67,64,2,165,6,5,8
2664,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",04/10/2020,189,68,309,187,151,254,42,12,110,11,5,18,37,15,53,55,3,168,5,5,6
2665,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",03/10/2020,181,88,305,197,157,294,30,13,50,,,,39,25,52,77,9,157,6,5,7
2666,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",02/10/2020,150,65,267,203,149,315,38,15,80,6,4,8,42,20,72,59,4,127,6,5,7
2667,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",01/10/2020,146,68,277,193,144,252,38,15,123,7,1,12,37,18,50,55,2,134,5,5,6
2668,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",30/09/2020,195,107,312,229,176,315,38,14,120,10,7,12,42,25,57,58,1,133,5,5,6
2669,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",29/09/2020,189,67,351,227,161,346,47,16,156,12,6,14,41,23,57,56,11,94,5,4,5
2670,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",28/09/2020,99,47,223,151,79,325,40,12,216,14,11,16,47,18,78,36,13,77,5,4,5
2671,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",27/09/2020,165,45,332,195,119,427,42,17,79,14,11,17,31,18,65,31,10,89,5,4,6
2672,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",26/09/2020,129,75,257,168,109,314,41,15,96,12,9,15,55,20,85,42,4,100,5,5,6
2673,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",25/09/2020,91,20,287,117,51,222,33,15,137,9,6,13,47,20,78,42,1,76,5,4,6
2674,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",24/09/2020,57,22,107,121,65,224,28,13,56,7,4,10,41,20,57,19,3,47,5,4,6
2675,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",23/09/2020,93,32,177,141,103,197,30,15,52,12,10,13,46,25,60,24,4,82,5,4,5
2676,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",22/09/2020,,,,,,,,,,,,,41,25,53,44,17,78,,,
2677,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",21/09/2020,,,,,,,,,,,,,,,,,,,,,
2678,Delhi,Delhi,site_1560,"Bawana, Delhi - DPCC",20/09/2020,123,45,308,149,109,237,33,12,118,13,5,17,44,25,58,40,1,72,4,4,5
