,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
2392,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",31/12/2020,,,,,,,,,,,,,90,77,103,13,5,27,,,
2393,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",30/12/2020,241,121,323,194,136,254,24,15,43,,,,71,69,89,20,5,34,,,
2394,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",29/12/2020,177,60,306,180,119,253,27,10,44,,,,70,58,88,14,6,30,,,
2395,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",28/12/2020,353,89,436,310,198,414,31,12,56,,,,97,84,120,26,5,37,,,
2396,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",27/12/2020,285,137,417,197,104,401,35,12,62,,,,84,69,107,19,5,38,,,
2397,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",26/12/2020,299,71,421,231,105,407,38,11,59,,,,83,72,113,19,5,39,,,
2398,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",25/12/2020,381,256,484,315,141,452,45,18,84,,,,97,87,118,17,5,41,,,
2399,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",24/12/2020,387,265,459,328,161,446,47,17,89,,,,97,88,116,20,5,43,,,
2400,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",23/12/2020,,,,,,,,,,,,,89,82,105,21,9,43,,,
2401,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",22/12/2020,300,231,411,193,144,360,35,17,68,,,,86,68,106,20,6,46,,,
2402,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",21/12/2020,281,124,352,177,133,241,30,14,50,,,,73,64,83,23,7,44,,,
2403,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",20/12/2020,263,114,338,162,123,211,30,14,50,,,,71,61,79,23,5,41,,,
2404,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",19/12/2020,172,77,295,125,87,165,21,11,41,,,,63,55,71,22,11,39,,,
2405,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",18/12/2020,231,100,331,143,109,189,16,9,31,,,,64,56,79,20,2,30,,,
2406,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",17/12/2020,224,88,324,142,101,189,20,15,38,,,,72,65,78,3,2,5,,,
2407,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",16/12/2020,202,107,350,141,107,199,22,13,42,,,,74,65,86,3,1,5,,,
2408,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",15/12/2020,115,46,195,100,70,140,16,9,29,,,,68,58,81,3,1,5,,,
2409,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",14/12/2020,137,58,402,125,55,403,18,12,33,,,,69,64,110,3,2,5,,,
2410,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",13/12/2020,333,206,423,260,142,407,24,16,33,,,,104,86,110,3,2,4,,,
2411,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",12/12/2020,266,133,382,203,128,368,40,23,59,,,,100,88,105,3,2,5,,,
2412,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",11/12/2020,242,111,326,175,115,258,39,17,64,,,,92,76,105,4,2,9,,,
2413,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",10/12/2020,299,39,363,208,100,296,46,21,65,,,,85,58,111,10,2,26,,,
2414,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",09/12/2020,315,222,391,225,137,332,38,19,68,,,,99,87,111,7,2,17,,,
2415,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",08/12/2020,376,327,433,305,198,421,35,15,66,,,,101,92,109,4,2,9,,,
2416,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",07/12/2020,360,279,423,271,155,419,28,13,74,,,,95,80,105,10,4,18,,,
2417,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",06/12/2020,373,325,414,282,190,392,31,18,50,,,,97,79,106,11,6,25,,,
2418,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",05/12/2020,342,231,419,258,150,398,40,16,62,,,,101,88,114,16,6,33,,,
2419,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",04/12/2020,305,214,351,196,136,330,37,13,72,,,,96,76,116,18,6,40,,,
2420,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",03/12/2020,304,155,386,205,138,294,36,15,61,,,,75,70,105,25,6,39,,,
2421,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",02/12/2020,336,262,399,234,147,312,46,15,67,,,,91,81,104,21,6,45,,,
2422,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",01/12/2020,290,181,373,188,133,301,40,13,58,,,,80,73,103,21,5,43,,,
2423,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",30/11/2020,208,123,325,146,104,194,35,13,67,,,,77,64,92,21,6,42,,,
2424,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",29/11/2020,178,83,288,129,89,161,25,10,53,,,,66,59,77,19,7,34,,,
2425,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",28/11/2020,111,59,220,100,78,133,19,10,32,,,,53,45,60,23,6,35,,,
2426,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",27/11/2020,175,32,363,136,63,263,26,13,40,,,,53,44,103,17,6,35,,,
2427,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",26/11/2020,358,285,427,284,159,410,40,20,71,,,,98,85,111,15,6,48,,,
2428,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",25/11/2020,306,189,404,223,139,407,42,15,92,,,,95,79,111,22,6,57,,,
2429,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",24/11/2020,267,159,340,173,130,225,38,17,60,,,,85,72,100,20,6,54,,,
2430,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",23/11/2020,244,83,333,159,89,198,28,10,54,,,,62,56,75,23,6,47,,,
2431,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",22/11/2020,233,60,349,152,81,206,21,9,38,,,,58,54,67,26,10,42,,,
2432,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",21/11/2020,270,86,382,183,107,288,30,11,68,,,,51,41,89,28,5,51,,,
2433,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",20/11/2020,252,110,334,160,112,223,38,10,65,,,,63,55,91,24,6,56,,,
2434,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",19/11/2020,220,153,309,138,106,186,28,10,65,,,,66,57,82,22,5,51,,,
2435,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",18/11/2020,138,46,301,104,60,149,19,9,44,,,,51,48,68,24,5,39,,,
2436,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",17/11/2020,157,8,282,98,33,141,17,10,33,,,,58,52,72,16,7,31,,,
2437,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",16/11/2020,373,291,500,275,145,493,19,12,34,,,,65,62,105,35,18,50,,,
2438,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",15/11/2020,447,331,500,411,205,500,49,15,88,,,,93,58,108,24,5,61,,,
2439,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",14/11/2020,275,107,425,210,116,412,45,13,82,,,,73,65,109,28,5,63,,,
2440,Delhi,Delhi,site_108,"Aya Nagar, Delhi - IMD",13/11/2020,248,91,418,179,114,367,45,17,86,,,,85,70,104,26,5,57,,,
