,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
11592,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",31/12/2020,319,228,365,243,147,448,128,80,266,13,10,18,13,3,30,40,6,112,33,21,42
11593,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",30/12/2020,344,269,415,238,180,429,106,58,198,16,11,22,17,3,45,68,13,129,22,11,40
11594,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",29/12/2020,366,310,469,260,154,452,128,79,200,17,13,28,12,3,27,59,6,120,25,19,50
11595,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",28/12/2020,384,253,470,310,149,460,134,60,213,13,10,19,11,3,29,87,12,136,25,15,50
11596,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",27/12/2020,324,199,450,225,125,429,114,63,203,13,10,20,15,3,29,107,9,127,24,16,46
11597,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",26/12/2020,326,174,414,242,135,415,109,61,191,16,12,22,14,3,35,90,11,120,24,15,42
11598,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",25/12/2020,433,316,500,370,155,500,114,19,213,16,9,21,9,3,33,62,6,192,22,14,44
11599,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",24/12/2020,415,327,500,341,187,500,127,66,245,15,6,24,10,3,50,138,6,164,21,13,67
11600,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",23/12/2020,417,301,500,352,158,500,113,33,188,10,4,17,4,2,22,85,6,140,17,11,29
11601,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",22/12/2020,399,298,500,295,168,500,112,65,202,8,1,13,6,2,27,76,6,200,21,13,44
11602,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",21/12/2020,412,337,491,319,197,468,106,59,160,11,7,14,4,2,15,66,6,131,24,15,45
11603,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",20/12/2020,384,311,452,277,171,464,109,71,186,11,6,14,2,1,11,47,2,110,26,15,49
11604,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",19/12/2020,315,238,375,206,148,374,110,72,179,10,8,13,6,1,22,40,2,109,27,19,42
11605,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",18/12/2020,216,108,322,162,115,222,100,63,173,9,6,14,11,3,19,41,2,105,32,22,43
11606,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",17/12/2020,300,203,347,195,132,272,84,51,165,14,8,43,7,1,20,64,3,122,31,13,49
11607,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",16/12/2020,310,226,422,218,125,445,82,45,147,9,8,11,9,3,19,58,12,122,32,23,45
11608,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",15/12/2020,255,168,353,153,113,237,58,27,123,10,8,13,8,4,14,75,12,131,32,27,47
11609,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",14/12/2020,248,96,345,149,102,210,53,28,105,12,8,17,8,2,13,59,12,150,32,25,43
11610,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",13/12/2020,341,308,375,209,165,405,72,47,118,14,13,15,8,1,14,105,18,139,33,28,41
11611,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",12/12/2020,320,210,371,190,121,261,63,37,84,15,13,18,7,1,14,33,12,109,35,24,47
11612,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",11/12/2020,322,209,378,197,116,277,80,48,125,16,14,16,9,5,13,102,16,122,32,24,48
11613,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",10/12/2020,402,342,494,342,216,500,101,58,162,9,6,16,6,1,15,45,3,136,35,28,41
11614,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",09/12/2020,410,335,466,339,193,443,123,81,182,11,6,26,5,2,25,61,15,109,34,28,45
11615,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",08/12/2020,416,333,500,330,180,452,113,50,178,11,6,26,5,2,22,82,15,119,36,28,44
11616,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",07/12/2020,376,326,457,270,174,437,121,64,185,17,11,26,4,2,14,163,15,163,31,24,46
11617,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",06/12/2020,427,341,500,338,192,500,116,55,193,10,2,31,9,1,55,92,15,191,29,20,44
11618,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",05/12/2020,429,370,500,352,224,500,137,75,220,11,6,26,7,1,26,106,9,200,33,22,41
11619,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",04/12/2020,432,365,500,355,239,487,118,75,185,11,6,26,8,2,34,97,3,148,32,14,49
11620,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",03/12/2020,417,372,500,396,284,500,129,79,204,11,6,26,6,2,32,87,8,164,33,20,55
11621,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",02/12/2020,370,323,469,356,269,464,124,60,205,11,6,26,8,2,26,87,14,164,34,23,42
11622,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",01/12/2020,320,200,427,235,136,460,123,66,207,11,6,26,11,2,27,57,14,114,31,22,59
11623,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",30/11/2020,317,210,500,172,117,413,107,59,178,11,6,26,10,2,25,45,14,110,32,22,45
11624,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",29/11/2020,283,113,367,180,108,250,106,61,182,11,6,26,12,2,30,48,14,122,33,15,67
11625,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",28/11/2020,337,216,445,230,134,443,102,54,159,11,6,26,10,2,41,68,14,150,29,9,57
11626,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",27/11/2020,384,320,484,259,171,439,129,59,202,12,6,26,4,2,17,88,1,143,27,10,53
11627,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",26/11/2020,384,272,469,256,167,418,111,34,208,11,6,26,3,1,11,54,2,130,20,1,52
11628,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",25/11/2020,361,236,497,255,121,450,87,43,155,11,6,26,7,1,13,79,1,129,44,2,79
11629,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",24/11/2020,377,309,500,263,160,471,96,45,183,11,6,26,8,1,17,102,2,163,51,3,171
11630,Uttar Pradesh,Lucknow,site_277,"Lalbagh, Lucknow - CPCB",23/11/2020,,,,,,,,,,,,,,,,,,,,,
