,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
16008,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",31/12/2020,,,,,,,,,,,,,,,,,,,,,
16009,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",30/12/2020,140,89,202,117,93,139,,,,,,,,,,60,58,67,37,4,59
16010,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",29/12/2020,166,60,302,122,62,177,,,,,,,,,,,,,24,4,58
16011,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",28/12/2020,202,82,336,142,85,245,,,,,,,,,,,,,33,4,62
16012,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",27/12/2020,189,104,312,136,104,192,,,,,,,,,,,,,18,5,35
16013,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",26/12/2020,,,,,,,,,,,,,,,,,,,,,
16014,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",25/12/2020,251,86,383,186,89,368,,,,,,,,,,,,,12,4,29
16015,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",24/12/2020,,,,,,,,,,,,,,,,,,,9,5,19
16016,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",23/12/2020,,,,,,,,,,,,,,,,,,,,,
16017,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",22/12/2020,,,,,,,,,,,,,,,,,,,,,
16018,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",21/12/2020,,,,,,,,,,,,,,,,,,,,,
16019,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",20/12/2020,163,89,298,125,93,173,,,,,,,,,,,,,15,4,25
16020,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",19/12/2020,187,59,305,131,61,181,,,,,,,,,,,,,11,3,29
16021,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",18/12/2020,141,59,252,112,60,157,,,,,,,,,,,,,10,3,20
16022,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",17/12/2020,138,51,303,110,53,179,,,,,,,,,,,,,9,3,23
16023,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",16/12/2020,,,,,,,,,,,,,,,,,,,,,
16024,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",15/12/2020,133,87,214,114,90,143,,,,,,,,,,,,,9,3,19
16025,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",14/12/2020,,,,,,,,,,,,,,,,,,,,,
16026,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",13/12/2020,132,80,215,113,83,144,,,,,,,,,,,,,22,4,34
16027,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",12/12/2020,138,76,245,114,79,154,,,,,,,,,,,,,15,3,34
16028,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",11/12/2020,98,48,176,93,49,130,,,,,,,,,,,,,12,4,24
16029,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",10/12/2020,116,46,200,98,47,139,,,,,,,,,,,,,9,3,19
16030,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",09/12/2020,159,41,262,116,41,161,,,,,,,,,,,,,10,3,25
16031,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",08/12/2020,180,60,319,128,61,206,,,,,,,,,,,,,9,3,19
16032,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",07/12/2020,250,57,422,201,58,428,,,,,,,,,,,,,8,3,20
16033,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",06/12/2020,207,58,412,176,60,417,,,,,,,,,,,,,7,3,17
16034,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",05/12/2020,,,,,,,,,,,,,,,,,,,,,
16035,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",04/12/2020,159,72,320,122,74,208,35,11,63,,,,,,,,,,18,4,46
16036,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",03/12/2020,188,73,318,134,76,202,39,19,65,,,,,,,,,,24,3,40
16037,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",02/12/2020,116,60,195,102,62,137,30,16,63,,,,,,,,,,22,4,33
16038,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",01/12/2020,,,,,,,,,,,,,,,,,,,,,
16039,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",30/11/2020,,,,,,,,,,,,,,,,,,,,,
16040,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",29/11/2020,61,44,78,62,45,81,23,11,58,,,,,,,,,,20,16,26
16041,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",28/11/2020,129,72,201,108,74,139,40,24,82,,,,,,,,,,24,5,31
16042,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",27/11/2020,209,87,304,142,91,180,47,16,76,,,,,,,,,,11,4,40
16043,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",26/11/2020,168,71,315,126,74,197,42,15,192,,,,,,,,,,13,4,37
16044,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",25/11/2020,137,87,210,115,91,142,47,24,86,,,,,,,,,,19,4,38
16045,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",24/11/2020,,,,,,,,,,,,,,,,,,,20,4,44
16046,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",23/11/2020,,,,,,,,,,,,,,,,,,,,,
16047,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",22/11/2020,,,,,,,,,,,,,,,,,,,,,
16048,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",21/11/2020,,,,,,,,,,,,,,,,,,,,,
16049,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",20/11/2020,,,,,,,,,,,,,,,,,,,,,
16050,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",19/11/2020,,,,,,,,,,,,,,,,,,,,,
16051,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",18/11/2020,,,,,,,,,,,,,,,,,,,,,
16052,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",17/11/2020,120,45,314,96,45,195,19,10,43,,,,,,,,,,16,4,31
16053,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",16/11/2020,172,29,437,145,28,443,23,11,48,,,,,,,,,,15,3,29
16054,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",15/11/2020,131,32,450,118,31,457,23,12,54,,,,,,,,,,13,3,27
16055,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",14/11/2020,,,,,,,,,,,,,,,,,,,11,4,23
16056,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",13/11/2020,,,,,,,,,,,,,,,,,,,,,
16057,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",12/11/2020,,,,,,,,,,,,,,,,,,,,,
16058,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",11/11/2020,,,,,,,,,,,,,,,,,,,,,
16059,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",10/11/2020,,,,,,,,,,,,,,,,,,,,,
16060,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",09/11/2020,,,,,,,,,,,,,,,,,,,,,
16061,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",08/11/2020,,,,,,,,,,,,,,,,,,,,,
16062,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",07/11/2020,,,,,,,,,,,,,,,,,,,,,
16063,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",06/11/2020,,,,,,,,,,,,,,,,,,,,,
16064,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",05/11/2020,,,,,,,,,,,,,,,,,,,,,
16065,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",04/11/2020,,,,,,,,,,,,,,,,,,,,,
16066,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",03/11/2020,,,,,,,,,,,,,,,,,,,,,
16067,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",02/11/2020,,,,,,,,,,,,,,,,,,,,,
16068,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",01/11/2020,,,,,,,,,,,,,,,,,,,,,
16069,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",31/10/2020,,,,,,,,,,,,,,,,,,,,,
16070,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",30/10/2020,,,,,,,,,,,,,,,,,,,,,
16071,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",29/10/2020,,,,,,,,,,,,,,,,,,,,,
16072,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",28/10/2020,,,,,,,,,,,,,,,,,,,,,
16073,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",27/10/2020,,,,,,,,,,,,,,,,,,,,,
16074,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",26/10/2020,,,,,,,,,,,,,,,,,,,,,
16075,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",25/10/2020,,,,,,,,,,,,,,,,,,,,,
16076,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",24/10/2020,,,,,,,,,,,,,,,,,,,,,
16077,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",23/10/2020,,,,,,,,,,,,,,,,,,,,,
16078,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",22/10/2020,,,,,,,,,,,,,,,,,,,,,
16079,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",21/10/2020,,,,,,,,,,,,,,,,,,,,,
16080,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",20/10/2020,,,,,,,,,,,,,,,,,,,,,
16081,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",19/10/2020,,,,,,,,,,,,,,,,,,,,,
16082,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",18/10/2020,,,,,,,,,,,,,,,,,,,,,
16083,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",17/10/2020,,,,,,,,,,,,,,,,,,,,,
16084,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",16/10/2020,,,,,,,,,,,,,,,,,,,,,
16085,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",15/10/2020,,,,,,,,,,,,,,,,,,,,,
16086,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",14/10/2020,,,,,,,,,,,,,,,,,,,,,
16087,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",13/10/2020,,,,,,,,,,,,,,,,,,,,,
16088,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",12/10/2020,,,,,,,,,,,,,,,,,,,,,
16089,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",11/10/2020,,,,,,,,,,,,,,,,,,,,,
16090,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",10/10/2020,,,,,,,,,,,,,,,,,,,,,
16091,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",09/10/2020,,,,,,,,,,,,,,,,,,,,,
16092,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",08/10/2020,,,,,,,,,,,,,,,,,,,,,
16093,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",07/10/2020,,,,,,,,,,,,,,,,,,,,,
16094,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",06/10/2020,,,,,,,,,,,,,,,,,,,,,
16095,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",05/10/2020,,,,,,,,,,,,,,,,,,,,,
16096,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",04/10/2020,,,,,,,,,,,,,,,,,,,,,
16097,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",03/10/2020,,,,,,,,,,,,,,,,,,,,,
16098,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",02/10/2020,,,,,,,,,,,,,,,,,,,,,
16099,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",01/10/2020,,,,,,,,,,,,,,,,,,,,,
16100,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",30/09/2020,,,,,,,,,,,,,,,,,,,,,
16101,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",29/09/2020,,,,,,,,,,,,,,,,,,,,,
16102,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",28/09/2020,,,,,,,,,,,,,,,,,,,,,
16103,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",27/09/2020,,,,,,,,,,,,,,,,,,,,,
16104,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",26/09/2020,,,,,,,,,,,,,,,,,,,,,
16105,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",25/09/2020,,,,,,,,,,,,,,,,,,,,,
16106,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",24/09/2020,,,,,,,,,,,,,,,,,,,,,
16107,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",23/09/2020,,,,,,,,,,,,,,,,,,,,,
16108,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",22/09/2020,,,,,,,,,,,,,,,,,,,,,
16109,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",21/09/2020,,,,,,,,,,,,,,,,,,,,,
16110,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",20/09/2020,,,,,,,,,,,,,,,,,,,,,
16111,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",19/09/2020,,,,,,,,,,,,,,,,,,,,,
16112,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",18/09/2020,,,,,,,,,,,,,,,,,,,,,
16113,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",17/09/2020,,,,,,,,,,,,,,,,,,,,,
16114,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",16/09/2020,,,,,,,,,,,,,,,,,,,,,
16115,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",15/09/2020,,,,,,,,,,,,,,,,,,,,,
16116,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",14/09/2020,,,,,,,,,,,,,,,,,,,,,
16117,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",13/09/2020,,,,,,,,,,,,,,,,,,,,,
16118,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",12/09/2020,,,,,,,,,,,,,,,,,,,,,
16119,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",11/09/2020,,,,,,,,,,,,,,,,,,,,,
16120,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",10/09/2020,,,,,,,,,,,,,,,,,,,,,
16121,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",09/09/2020,,,,,,,,,,,,,,,,,,,,,
16122,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",08/09/2020,,,,,,,,,,,,,,,,,,,,,
16123,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",07/09/2020,,,,,,,,,,,,,,,,,,,,,
16124,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",06/09/2020,,,,,,,,,,,,,,,,,,,,,
16125,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",05/09/2020,,,,,,,,,,,,,,,,,,,,,
16126,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",04/09/2020,,,,,,,,,,,,,,,,,,,,,
16127,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",03/09/2020,,,,,,,,,,,,,,,,,,,,,
16128,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",02/09/2020,,,,,,,,,,,,,,,,,,,,,
16129,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",01/09/2020,,,,,,,,,,,,,,,,,,,,,
16130,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",31/08/2020,,,,,,,,,,,,,,,,,,,,,
16131,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",30/08/2020,,,,,,,,,,,,,,,,,,,,,
16132,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",29/08/2020,,,,,,,,,,,,,,,,,,,,,
16133,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",28/08/2020,,,,,,,,,,,,,,,,,,,,,
16134,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",27/08/2020,,,,,,,,,,,,,,,,,,,,,
16135,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",26/08/2020,,,,,,,,,,,,,,,,,,,,,
16136,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",25/08/2020,,,,,,,,,,,,,,,,,,,,,
16137,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",24/08/2020,,,,,,,,,,,,,,,,,,,,,
16138,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",23/08/2020,,,,,,,,,,,,,,,,,,,,,
16139,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",22/08/2020,,,,,,,,,,,,,,,,,,,,,
16140,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",21/08/2020,,,,,,,,,,,,,,,,,,,,,
16141,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",20/08/2020,,,,,,,,,,,,,,,,,,,,,
16142,Maharashtra,Pune,site_5406,"Bhosari, Pune - IITM",19/08/2020,,,,,,,,,,,,,,,,,,,,,
