,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
13248,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",31/12/2020,304,203,347,185,137,246,71,43,134,4,2,7,8,1,27,82,57,107,50,5,95
13249,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",30/12/2020,292,138,337,175,112,226,91,44,158,3,1,6,12,1,40,88,55,118,63,5,224
13250,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",29/12/2020,219,113,326,143,106,202,56,20,107,5,3,6,22,1,68,67,6,87,95,23,176
13251,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",28/12/2020,295,207,404,200,140,376,66,34,106,5,3,7,19,1,56,6,1,52,104,6,262
13252,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",27/12/2020,279,103,378,186,103,327,78,22,152,4,2,6,22,2,86,5,2,68,125,6,260
13253,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",26/12/2020,302,190,366,198,133,285,97,23,183,3,1,7,19,1,75,46,2,68,90,5,233
13254,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",25/12/2020,262,127,340,164,110,232,85,24,169,3,1,5,9,2,29,35,2,82,44,3,118
13255,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",24/12/2020,,,,,,,,,,,,,,,,36,2,59,80,3,199
13256,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",23/12/2020,,,,,,,,,,,,,,,,,,,,,
13257,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",22/12/2020,,,,,,,,,,,,,,,,,,,,,
13258,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",21/12/2020,,,,,,,56,17,105,4,1,6,6,2,18,28,1,48,95,6,190
13259,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",20/12/2020,246,123,319,155,109,197,52,14,107,5,1,6,11,3,46,30,3,45,33,5,84
13260,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",19/12/2020,248,91,318,158,94,198,60,20,135,5,3,6,18,1,60,34,1,102,59,10,191
13261,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",18/12/2020,210,130,309,146,121,184,57,25,105,3,2,4,19,2,69,46,9,101,29,5,72
13262,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",17/12/2020,205,88,321,143,90,195,48,22,102,3,1,4,17,1,71,41,9,69,28,6,72
13263,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",16/12/2020,150,94,259,122,104,158,44,20,76,4,1,6,9,1,53,37,5,67,62,8,150
13264,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",15/12/2020,88,37,222,77,37,138,38,20,80,4,1,5,6,1,16,37,1,72,14,4,30
13265,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",14/12/2020,101,50,176,92,52,125,24,14,40,5,4,6,8,3,25,10,1,20,23,10,38
13266,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",13/12/2020,142,59,295,109,60,169,47,23,92,4,3,5,,,,24,2,92,25,3,52
13267,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",12/12/2020,175,92,284,127,96,166,39,19,81,3,1,5,,,,36,2,78,21,3,47
13268,Maharashtra,Mumbai,site_5396,"Deonar, Mumbai - IITM",11/12/2020,209,72,327,143,79,220,57,16,110,2,1,3,,,,43,3,78,35,2,80
