,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
8832,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",31/12/2020,167,140,188,139,110,155,28,18,53,6,5,7,7,2,11,29,6,70,37,27,49
8833,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",30/12/2020,167,143,186,141,107,157,35,17,59,6,5,7,8,2,12,31,7,77,37,25,47
8834,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",29/12/2020,,,,,,,,,,,,,,,,38,4,62,32,22,49
8835,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",28/12/2020,,,,,,,,,,,,,,,,,,,,,
8836,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",27/12/2020,159,137,187,142,112,156,46,15,102,5,4,8,9,3,14,36,6,87,32,11,53
8837,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",26/12/2020,162,142,184,142,105,157,44,16,83,5,4,6,8,4,13,30,6,59,35,16,53
8838,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",25/12/2020,160,128,183,132,109,153,44,20,94,4,3,7,11,6,32,30,1,55,34,14,53
8839,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",24/12/2020,139,80,178,130,89,154,46,19,81,4,2,6,17,5,47,27,5,66,40,13,57
8840,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",23/12/2020,125,47,190,113,59,157,42,12,85,3,2,4,25,8,65,27,2,44,33,23,48
8841,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",22/12/2020,113,38,182,111,59,153,34,11,94,3,2,4,22,9,48,25,5,46,33,26,44
8842,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",21/12/2020,,,,,,,,,,,,,,,,,,,,,
8843,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",20/12/2020,,,,,,,,,,,,,,,,,,,,,
8844,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",19/12/2020,151,88,187,129,83,156,36,10,71,4,3,6,12,5,21,25,8,70,34,20,47
8845,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",18/12/2020,,,,,,,,,,,,,,,,,,,,,
8846,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",17/12/2020,146,75,178,124,74,152,34,15,86,4,3,5,7,2,13,33,12,65,29,18,49
8847,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",16/12/2020,,,,,,,,,,,,,,,,,,,,,
8848,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",15/12/2020,121,65,188,103,66,152,30,16,57,4,3,5,8,2,19,24,7,39,40,28,57
8849,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",14/12/2020,152,80,190,125,86,153,40,14,71,4,3,8,10,2,25,31,2,64,41,15,65
8850,Telangana,Hyderabad,site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",13/12/2020,137,90,187,114,84,155,34,18,68,4,3,5,9,5,13,30,7,48,42,27,65
