,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
736,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",31/12/2020,,,,,,,,,,,,,22,18,25,26,16,40,,,
737,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",30/12/2020,151,80,258,129,104,151,19,10,31,13,6,39,27,20,41,26,11,58,6,3,10
738,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",29/12/2020,,,,,,,,,,,,,29,24,31,24,15,51,,,
739,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",28/12/2020,,,,,,,,,,,,,,,,,,,,,
740,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",27/12/2020,,,,,,,,,,,,,,,,,,,,,
741,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",26/12/2020,,,,,,,,,,,,,,,,,,,,,
742,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",25/12/2020,,,,,,,,,,,,,,,,,,,,,
743,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",24/12/2020,,,,,,,,,,,,,,,,,,,,,
744,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",23/12/2020,128,67,308,116,75,174,17,10,38,10,7,15,28,20,48,25,7,33,4,2,6
745,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",22/12/2020,,,,,,,,,,,,,26,19,31,28,18,35,,,
746,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",21/12/2020,,,,,,,,,,,,,,,,,,,,,
747,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",20/12/2020,,,,,,,,,,,,,,,,,,,,,
748,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",19/12/2020,,,,,,,,,,,,,,,,,,,,,
749,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",18/12/2020,,,,,,,,,,,,,,,,,,,,,
750,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",17/12/2020,49,27,72,61,45,79,11,6,26,9,6,14,21,17,26,30,12,87,4,2,8
751,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",16/12/2020,100,40,320,97,63,181,14,8,22,9,6,19,24,14,61,28,4,82,5,2,8
752,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",15/12/2020,,,,96,52,149,16,6,32,7,6,9,37,22,64,17,5,24,4,2,6
753,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",14/12/2020,156,73,314,113,75,173,14,10,19,10,7,19,29,24,45,18,3,29,4,2,6
754,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",13/12/2020,118,57,227,114,85,151,18,10,28,13,9,32,34,19,45,17,6,26,4,2,6
755,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",12/12/2020,150,68,310,126,70,167,22,11,33,11,6,25,33,16,48,14,3,23,4,2,7
756,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",11/12/2020,84,25,250,89,51,143,15,7,29,9,7,12,29,19,46,16,5,23,4,2,7
757,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",10/12/2020,,,,,,,,,,,,,,,,,,,,,
758,Tamil Nadu,Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",09/12/2020,,,,23,5,67,12,6,27,9,8,11,43,16,76,18,10,78,3,1,7
