,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
4048,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",31/12/2020,100,69,158,76,56,101,43,32,58,4,4,5,112,95,122,38,23,51,4,3,5
4049,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",30/12/2020,285,161,354,154,114,203,20,15,26,8,1,16,119,105,134,15,6,46,6,5,8
4050,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",29/12/2020,189,67,309,153,107,202,21,18,25,14,6,24,110,104,116,20,6,58,6,5,6
4051,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",28/12/2020,124,20,302,142,98,190,20,15,27,26,6,105,110,101,122,17,6,55,5,4,6
4052,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",27/12/2020,352,197,461,228,124,405,18,11,26,13,2,27,150,103,186,19,6,70,8,5,13
4053,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",26/12/2020,,,,,,,,,,,,,,,,,,,,,
4054,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",25/12/2020,,,,,,,,,,,,,,,,,,,,,
4055,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",24/12/2020,436,332,500,345,191,465,16,1,42,31,7,113,185,1,199,21,6,99,13,6,23
4056,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",23/12/2020,,,,,,,,,,,,,,,,,,,,,
4057,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",22/12/2020,,,,,,,,,,,,,,,,,,,,,
4058,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",21/12/2020,330,188,386,200,128,257,17,7,27,19,8,38,120,99,138,23,11,78,6,4,9
4059,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",20/12/2020,282,86,402,172,100,282,18,13,29,16,5,35,117,90,133,26,10,74,5,4,7
4060,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",19/12/2020,265,74,386,152,93,266,17,14,21,14,4,32,115,84,138,23,11,66,5,4,7
4061,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",18/12/2020,269,157,362,146,102,219,18,15,23,7,4,12,107,77,121,21,11,51,5,4,7
4062,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",17/12/2020,257,84,332,139,88,190,19,14,26,12,4,21,101,79,118,19,10,51,6,5,7
4063,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",16/12/2020,264,137,327,144,101,186,19,14,26,30,8,109,98,78,106,18,8,53,6,5,6
4064,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",15/12/2020,188,88,328,120,74,178,21,14,29,14,4,37,97,67,108,18,8,49,6,5,7
4065,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",14/12/2020,245,67,379,152,75,278,22,19,27,10,4,17,86,72,113,18,9,36,7,7,9
4066,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",13/12/2020,393,342,439,270,185,360,21,16,28,11,7,18,124,101,140,13,11,17,9,8,11
4067,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",12/12/2020,331,258,405,220,150,342,23,13,51,26,7,80,126,105,147,11,9,17,11,8,13
4068,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",11/12/2020,278,29,342,160,38,258,23,13,37,26,6,118,122,98,146,18,6,45,9,6,12
4069,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",10/12/2020,,,,,,,,,,,,,,,,,,,,,
4070,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",09/12/2020,354,278,426,236,152,357,24,10,50,18,4,41,161,1,183,16,6,70,11,7,19
4071,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",08/12/2020,382,342,445,268,196,371,27,19,35,10,3,23,158,106,160,14,6,47,9,6,14
4072,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",07/12/2020,375,254,438,250,140,373,25,18,37,21,5,57,134,102,162,12,6,37,10,8,13
4073,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",06/12/2020,,,,,,,,,,,,,,,,,,,,,
4074,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",05/12/2020,,,,,,,,,,,,,,,,,,,,,
4075,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",04/12/2020,312,43,368,171,42,228,47,34,77,22,4,65,127,1,192,21,8,84,9,6,15
4076,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",03/12/2020,348,243,394,224,144,275,46,30,73,24,6,51,134,103,177,20,8,90,9,6,16
4077,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",02/12/2020,349,42,401,237,26,323,52,34,82,25,3,53,184,1,193,21,8,90,10,6,17
4078,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",01/12/2020,357,267,422,,,,48,29,71,19,3,32,178,101,190,21,8,96,9,5,14
4079,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",30/11/2020,,,,,,,33,20,63,,,,157,100,165,24,8,94,5,2,12
4080,Delhi,Delhi,site_117,"ITO, Delhi - CPCB",29/11/2020,287,113,346,,,,31,20,46,17,6,32,121,93,139,20,8,65,6,4,9
