,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
16744,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",31/12/2020,181,85,277,125,85,156,74,27,150,,,,,,,72,46,112,19,1,70
16745,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",30/12/2020,149,96,225,115,96,140,84,34,138,,,,,,,96,53,124,23,6,48
16746,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",29/12/2020,155,73,246,115,74,147,82,35,138,,,,,,,90,51,116,15,5,51
16747,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",28/12/2020,184,96,311,127,95,180,89,38,128,,,,,,,93,60,148,31,8,51
16748,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",27/12/2020,188,86,312,128,86,181,64,29,144,,,,,,,74,39,128,22,7,55
16749,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",26/12/2020,180,81,302,124,82,167,80,30,193,,,,,,,77,40,107,21,4,53
16750,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",25/12/2020,235,97,327,149,97,201,107,34,179,,,,,,,82,41,143,29,1,94
16751,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",24/12/2020,,,,,,,,,,,,,,,,34,34,34,10,2,57
16752,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",23/12/2020,,,,,,,,,,,,,,,,,,,,,
16753,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",22/12/2020,,,,,,,,,,,,,,,,,,,,,
16754,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",21/12/2020,143,71,209,110,72,134,47,24,119,,,,,,,20,1,53,12,5,35
16755,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",20/12/2020,187,96,275,127,95,156,49,23,80,,,,,,,20,5,43,25,2,80
16756,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",19/12/2020,134,11,267,103,14,153,116,54,198,,,,,,,34,8,112,12,5,49
16757,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",18/12/2020,136,61,204,107,62,133,61,21,110,,,,,,,49,14,103,14,1,74
16758,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",17/12/2020,155,68,262,115,69,151,59,22,102,,,,,,,60,28,123,12,5,36
16759,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",16/12/2020,190,80,291,128,80,161,57,30,105,,,,,,,78,38,114,29,9,78
16760,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",15/12/2020,165,107,238,121,102,144,86,43,131,,,,,,,82,66,108,39,13,74
16761,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",14/12/2020,154,93,220,117,93,138,49,22,90,,,,,,,,,,24,14,42
16762,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",13/12/2020,155,84,305,117,84,170,56,25,139,,,,,,,68,50,101,36,8,63
16763,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",12/12/2020,149,87,282,114,87,158,81,36,138,,,,,,,103,86,139,36,7,90
16764,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",11/12/2020,85,52,119,84,53,106,61,30,185,,,,,,,93,2,123,32,1,69
16765,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",10/12/2020,140,39,317,103,41,187,72,29,135,,,,,,,33,1,113,35,1,79
16766,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",09/12/2020,131,47,223,102,49,139,75,24,165,,,,,,,54,1,137,15,5,39
16767,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",08/12/2020,143,70,274,110,70,155,136,65,246,,,,,,,26,1,56,14,5,46
16768,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",07/12/2020,165,66,324,117,67,197,96,27,191,,,,,,,,,,15,1,50
16769,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",06/12/2020,196,67,303,128,67,167,99,31,188,,,,,,,49,3,112,8,1,47
16770,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",05/12/2020,169,73,269,119,73,153,91,36,193,,,,,,,52,4,126,9,1,43
16771,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",04/12/2020,140,81,251,111,81,148,126,59,347,,,,,,,67,6,146,13,1,56
16772,Maharashtra,Pune,site_5404,"Mhada Colony, Pune - IITM",03/12/2020,133,76,248,108,77,147,97,51,211,,,,,,,34,13,69,34,3,85
