,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
6256,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",31/12/2020,,,,,,,,,,,,,90,55,108,14,9,29,,,
6257,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",30/12/2020,250,111,327,210,145,281,62,39,118,,,,64,33,90,20,6,43,,,
6258,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",29/12/2020,180,56,313,201,138,279,60,32,106,,,,55,13,86,18,9,41,,,
6259,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",28/12/2020,359,116,440,283,197,418,84,36,156,,,,55,19,110,26,8,47,,,
6260,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",27/12/2020,339,232,446,240,133,413,93,30,204,,,,94,28,150,20,7,50,,,
6261,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",26/12/2020,315,140,430,229,110,413,96,32,179,,,,87,19,143,21,9,49,,,
6262,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",25/12/2020,399,245,500,332,152,470,141,41,236,,,,178,35,186,15,7,33,,,
6263,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",24/12/2020,408,176,500,377,159,490,186,34,312,,,,161,23,175,14,5,58,,,
6264,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",23/12/2020,,,,,,,,,,,,,81,52,139,21,10,63,,,
6265,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",22/12/2020,338,225,429,249,149,419,108,34,247,,,,174,39,174,22,8,56,,,
6266,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",21/12/2020,,,,,,,,,,,,,,,,,,,,,
6267,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",20/12/2020,274,69,417,192,101,394,75,31,164,,,,93,28,151,13,5,46,,,
6268,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",19/12/2020,243,100,338,156,100,223,60,30,129,,,,83,28,117,18,6,48,,,
6269,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",18/12/2020,,,,,,,,,,,,,79,34,100,14,9,22,,,
6270,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",17/12/2020,,,,,,,,,,,,,60,23,104,18,9,38,,,
6271,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",16/12/2020,194,82,316,132,106,172,41,27,57,,,,34,16,36,34,7,35,,,
6272,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",15/12/2020,164,79,361,122,81,253,37,31,53,,,,24,10,34,18,7,36,,,
6273,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",14/12/2020,196,58,394,147,63,301,42,30,59,,,,27,12,102,15,9,29,,,
6274,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",13/12/2020,,,,,,,,,,,,,,,,,,,,,
6275,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",12/12/2020,280,158,408,208,137,412,48,20,81,,,,107,44,154,13,8,32,,,
6276,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",11/12/2020,230,115,340,175,124,248,35,20,56,,,,102,25,147,15,8,44,,,
6277,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",10/12/2020,297,132,411,240,122,401,47,24,88,,,,99,22,170,17,7,59,,,
6278,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",09/12/2020,,,,,,,,,,,,,,,,,,,,,
6279,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",08/12/2020,385,315,462,321,185,427,40,21,64,,,,91,49,171,21,9,62,,,
6280,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",07/12/2020,366,304,437,284,183,420,46,27,71,,,,101,38,141,22,8,132,,,
6281,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",06/12/2020,379,321,428,313,192,413,55,25,88,,,,150,47,176,21,8,74,,,
6282,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",05/12/2020,401,340,457,370,212,444,74,33,148,,,,136,61,173,40,10,96,,,
6283,Delhi,Delhi,site_105,"North Campus, DU, Delhi - IMD",04/12/2020,327,184,410,252,146,400,56,24,93,,,,57,32,159,25,8,75,,,
