,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
11040,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",31/12/2020,298,162,395,215,135,362,100,34,168,,,,17,6,32,80,6,121,27,7,107
11041,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",30/12/2020,382,281,500,323,167,500,137,40,213,,,,23,8,43,109,1,164,24,9,170
11042,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",29/12/2020,331,258,379,252,169,340,97,32,178,,,,15,6,41,155,14,155,17,8,159
11043,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",28/12/2020,308,185,402,240,153,400,84,30,140,,,,17,7,54,88,16,119,19,7,137
11044,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",27/12/2020,312,202,369,212,147,344,76,30,120,,,,19,6,102,104,19,119,10,6,153
11045,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",26/12/2020,335,290,387,261,169,380,92,35,159,,,,20,6,55,120,15,124,8,6,109
11046,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",25/12/2020,282,168,383,223,132,385,84,36,141,,,,17,7,44,108,18,140,22,8,117
11047,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",24/12/2020,300,161,418,223,134,414,83,27,162,,,,19,6,63,92,29,137,29,6,119
11048,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",23/12/2020,343,306,386,253,176,392,73,32,130,,,,22,7,60,84,30,122,36,8,142
11049,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",22/12/2020,324,300,356,221,182,315,69,32,141,,,,19,5,61,83,27,129,33,8,145
11050,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",21/12/2020,285,206,329,180,147,228,51,27,97,,,,17,8,42,70,15,104,26,8,151
11051,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",20/12/2020,209,129,330,156,123,231,51,27,92,,,,19,6,56,59,4,91,45,6,139
11052,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",19/12/2020,229,120,337,176,120,340,66,29,135,,,,24,7,54,63,1,118,28,5,123
11053,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",18/12/2020,252,131,347,182,122,329,78,34,159,,,,20,9,54,80,10,128,26,5,99
11054,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",17/12/2020,219,137,320,159,116,208,64,32,121,,,,25,10,51,71,15,120,28,5,117
11055,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",16/12/2020,256,153,313,158,125,196,61,33,91,,,,14,6,33,72,9,113,34,3,110
11056,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",15/12/2020,277,184,348,182,126,269,65,32,95,,,,10,6,20,74,11,116,25,3,103
11057,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",14/12/2020,270,181,329,174,143,228,62,38,92,,,,12,5,30,74,8,118,27,3,118
11058,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",13/12/2020,289,239,307,170,152,190,47,35,66,1,1,3,17,4,61,50,31,58,32,2,111
11059,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",12/12/2020,266,190,338,170,126,270,42,28,70,2,1,2,12,5,26,65,27,101,24,4,81
11060,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",11/12/2020,305,260,350,186,154,266,52,36,82,,,,13,5,33,48,30,103,36,3,126
11061,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",10/12/2020,312,260,328,191,156,222,50,39,75,3,2,7,12,6,26,71,41,100,26,4,98
11062,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",09/12/2020,325,306,358,207,176,276,59,37,117,6,2,13,13,8,26,65,30,122,21,5,82
11063,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",08/12/2020,179,94,344,138,99,264,60,29,122,5,1,7,17,8,40,93,17,140,23,3,135
11064,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",07/12/2020,250,195,315,155,134,185,56,32,83,4,2,8,21,8,54,38,22,80,41,3,168
11065,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",06/12/2020,276,202,336,179,141,240,69,40,97,,,,23,9,106,52,19,89,26,3,155
11066,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",05/12/2020,294,209,357,215,151,302,83,27,129,,,,23,10,53,73,16,123,28,5,164
11067,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",04/12/2020,318,261,364,225,161,324,84,34,135,,,,25,10,66,89,26,133,29,4,188
11068,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",03/12/2020,294,195,350,214,131,300,78,26,117,,,,27,11,105,89,26,123,27,5,147
11069,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",02/12/2020,264,136,372,200,124,385,74,33,118,6,1,9,20,10,69,89,27,135,30,6,154
11070,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",01/12/2020,200,89,320,157,117,225,69,33,126,5,2,8,27,9,88,94,30,136,36,5,157
11071,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",30/11/2020,214,96,306,158,122,218,58,27,105,5,1,7,20,11,49,73,20,122,30,5,138
11072,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",29/11/2020,146,91,284,129,109,183,47,27,92,5,1,6,27,15,58,73,21,103,28,5,127
11073,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",28/11/2020,139,69,303,123,89,197,42,29,59,5,2,7,26,13,40,35,20,57,29,6,77
11074,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",27/11/2020,235,129,299,155,127,188,56,35,85,5,1,7,28,9,102,78,25,106,22,6,87
11075,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",26/11/2020,181,95,278,142,113,167,63,26,108,4,1,8,26,9,94,78,24,120,17,5,85
11076,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",25/11/2020,199,96,313,146,111,195,62,31,99,5,1,7,21,10,48,75,20,114,20,5,107
11077,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",24/11/2020,171,79,304,135,94,192,57,31,92,6,1,10,18,10,34,73,18,113,35,2,153
11078,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",23/11/2020,157,71,325,121,76,214,45,23,85,6,1,7,16,8,40,65,15,116,27,3,115
11079,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",22/11/2020,224,106,332,149,96,227,46,26,61,5,1,6,18,9,40,100,20,107,14,6,56
11080,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",21/11/2020,120,96,205,112,92,161,56,25,116,5,2,6,20,8,64,53,18,101,31,6,106
11081,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",20/11/2020,102,75,168,99,79,132,53,23,110,4,3,6,23,9,60,39,15,82,46,8,107
11082,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",19/11/2020,215,80,306,150,105,188,76,28,120,3,1,5,21,9,43,50,28,77,68,5,158
11083,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",18/11/2020,266,193,309,173,143,235,81,30,163,,,,24,11,54,83,26,125,38,5,167
11084,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",17/11/2020,165,61,303,130,72,187,61,22,137,5,2,8,16,10,38,63,10,111,48,4,123
11085,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",16/11/2020,179,67,393,156,92,333,59,22,93,7,6,9,16,12,28,50,11,96,37,3,129
11086,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",15/11/2020,114,75,277,119,102,178,64,28,122,7,3,10,20,13,28,76,19,108,37,7,131
11087,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",14/11/2020,92,44,162,105,72,137,67,27,117,8,5,11,26,13,53,67,9,103,23,6,114
11088,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",13/11/2020,89,51,160,108,63,157,67,28,125,7,5,8,,,,62,24,102,22,5,90
11089,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",12/11/2020,68,33,157,78,39,138,59,28,110,7,4,10,13,9,29,53,19,88,22,8,108
11090,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",11/11/2020,104,56,183,102,50,158,76,29,136,7,1,10,14,10,39,77,23,113,28,4,120
11091,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",10/11/2020,125,43,195,113,54,149,98,30,138,6,1,14,20,9,59,77,16,110,22,4,98
11092,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",09/11/2020,181,75,317,145,102,229,108,42,182,8,3,10,22,11,63,78,16,116,30,4,133
11093,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",08/11/2020,228,178,325,170,133,232,137,52,228,8,5,10,32,8,106,101,40,116,43,3,169
11094,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",07/11/2020,239,98,330,186,142,241,152,42,264,6,3,13,20,9,41,101,15,126,32,1,191
11095,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",06/11/2020,203,91,315,167,116,246,153,56,282,6,1,10,19,12,39,88,19,134,38,2,189
11096,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",05/11/2020,225,121,305,170,134,224,130,50,236,6,2,10,23,13,37,90,26,119,27,2,188
11097,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",04/11/2020,180,90,255,141,91,175,94,49,196,6,2,8,16,8,28,69,36,96,64,8,220
11098,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",03/11/2020,24,4,78,31,12,91,64,30,136,6,1,8,8,7,12,56,8,104,37,15,98
11099,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",02/11/2020,21,12,42,24,11,36,37,27,56,7,7,8,7,7,8,20,8,27,41,22,79
11100,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",01/11/2020,87,43,117,104,47,123,64,40,136,7,3,8,15,6,35,32,13,75,42,25,147
11101,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",31/10/2020,75,63,100,90,68,107,60,35,141,8,5,9,14,8,22,34,18,62,66,22,127
11102,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",30/10/2020,,,,,,,,,,,,,,,,36,20,56,50,18,159
11103,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",29/10/2020,,,,,,,,,,,,,,,,,,,,,
11104,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",28/10/2020,130,77,188,118,85,145,90,33,158,2,1,3,13,7,34,58,8,102,47,5,157
11105,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",27/10/2020,104,76,137,107,88,128,79,30,134,2,1,3,11,7,22,57,16,123,56,9,187
11106,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",26/10/2020,54,36,95,60,38,90,69,29,125,2,1,3,11,7,26,58,11,104,38,16,138
11107,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",25/10/2020,20,9,39,26,10,56,48,24,100,3,1,3,8,7,11,46,8,80,31,17,85
11108,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",24/10/2020,14,8,21,14,6,24,34,30,43,3,3,3,8,7,9,16,11,30,37,22,66
11109,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",23/10/2020,10,5,15,13,6,23,35,24,53,3,3,3,7,6,8,20,9,27,32,24,74
11110,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",22/10/2020,15,4,33,18,12,27,37,29,52,3,3,3,7,7,8,20,12,28,38,26,86
11111,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",21/10/2020,81,35,111,91,33,130,61,34,87,3,2,4,9,6,13,25,14,42,72,26,152
11112,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",20/10/2020,59,28,155,64,30,169,66,30,119,2,1,3,7,6,11,84,14,110,33,19,97
11113,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",19/10/2020,109,31,187,95,38,140,66,39,110,2,1,4,7,6,8,25,19,105,57,24,91
11114,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",18/10/2020,87,56,168,94,62,146,82,43,171,2,1,4,7,6,9,78,10,110,30,25,179
11115,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",17/10/2020,62,23,161,73,32,142,59,29,98,2,1,3,9,6,10,86,15,127,88,1,122
11116,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",16/10/2020,16,5,34,25,15,34,39,23,71,3,3,3,9,9,10,22,8,28,28,6,109
11117,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",15/10/2020,21,11,31,27,12,63,26,6,61,3,2,6,9,8,10,21,11,29,24,17,64
11118,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",14/10/2020,74,17,176,75,21,147,32,8,74,2,1,2,10,8,12,21,12,92,29,5,71
11119,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",13/10/2020,70,41,103,83,51,124,48,11,91,1,1,2,12,10,18,67,10,106,21,5,95
11120,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",12/10/2020,52,36,84,60,33,82,38,10,81,1,1,2,10,9,13,50,20,84,22,6,118
11121,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",11/10/2020,,,,,,,,,,,,,,,,37,10,74,18,9,29
11122,West Bengal,Kolkata,site_309,"Victoria, Kolkata - WBPCB",10/10/2020,53,44,61,68,57,78,33,20,80,1,1,2,5,4,6,46,24,67,13,4,78
