,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
9936,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",31/12/2020,300,158,395,227,149,370,78,35,125,10,9,13,10,1,14,80,26,110,32,11,107
9937,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",30/12/2020,374,299,450,324,182,433,98,14,166,11,9,14,14,1,27,97,18,130,38,11,168
9938,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",29/12/2020,319,128,412,246,147,416,94,27,172,11,8,15,9,2,23,89,20,143,44,11,156
9939,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",28/12/2020,291,193,376,197,154,349,82,36,144,10,9,13,14,7,21,85,23,134,49,12,154
9940,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",27/12/2020,307,220,381,207,158,321,79,39,135,10,9,13,12,5,23,93,22,120,33,11,140
9941,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",26/12/2020,307,200,454,223,141,432,77,37,131,10,8,13,12,4,32,95,21,130,39,10,135
9942,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",25/12/2020,292,141,435,218,135,407,87,38,158,10,8,14,11,5,18,100,29,143,33,10,123
9943,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",24/12/2020,310,205,420,178,150,247,78,21,133,9,8,12,11,3,34,89,33,126,33,11,129
9944,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",23/12/2020,,,,,,,,,,,,,,,,,,,,,
9945,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",22/12/2020,,,,,,,,,,,,,,,,,,,,,
9946,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",21/12/2020,,,,,,,,,,,,,,,,,,,,,
9947,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",20/12/2020,,,,,,,,,,,,,,,,,,,,,
9948,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",19/12/2020,,,,,,,,,,,,,,,,,,,,,
9949,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",18/12/2020,,,,,,,,,,,,,,,,,,,,,
9950,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",17/12/2020,,,,37,22,49,33,8,43,2,2,2,7,1,23,9,1,22,13,13,15
9951,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",16/12/2020,,,,,,,,,,,,,,,,,,,,,
9952,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",15/12/2020,,,,,,,,,,,,,,,,,,,,,
9953,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",14/12/2020,,,,,,,,,,,,,,,,,,,,,
9954,West Bengal,Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",13/12/2020,,,,,,,,,,,,,,,,,,,,,
