,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
15824,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",31/12/2020,,,,,,,,,,,,,,,,,,,,,
15825,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",30/12/2020,,,,,,,,,,,,,,,,,,,,,
15826,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",29/12/2020,151,68,283,111,67,155,19,11,39,,,,,,,26,14,71,19,5,43
15827,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",28/12/2020,218,95,334,139,92,210,26,13,50,,,,,,,30,16,90,28,4,46
15828,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",27/12/2020,252,136,321,151,109,189,27,12,55,,,,,,,53,15,100,20,5,53
15829,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",26/12/2020,,,,,,,,,,,,,,,,,,,,,
15830,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",25/12/2020,239,86,324,145,84,194,28,15,53,,,,,,,25,20,98,53,4,58
15831,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",24/12/2020,,,,,,,,,,,,,,,,71,22,102,14,5,49
15832,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",23/12/2020,,,,,,,,,,,,,,,,,,,,,
15833,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",22/12/2020,,,,,,,,,,,,,,,,,,,,,
15834,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",21/12/2020,201,85,315,129,83,180,,,,,,,,,,,,,16,5,43
15835,Maharashtra,Pune,site_5405,"Alandi, Pune - IITM",20/12/2020,191,102,366,132,98,276,,,,,,,,,,,,,21,4,43
