,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,NH3_average,NH3_minimum,NH3_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum
11408,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",31/12/2020,296,193,374,,,,59,31,125,,,,15,13,19,,,,40,14,90
11409,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",30/12/2020,304,175,395,,,,63,34,123,,,,14,12,16,,,,16,9,60
11410,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",29/12/2020,326,217,439,,,,64,27,133,,,,14,12,16,,,,26,11,77
11411,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",28/12/2020,302,117,430,,,,58,27,137,,,,13,11,15,,,,45,11,81
11412,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",27/12/2020,249,92,459,,,,72,27,140,,,,14,13,15,,,,24,8,68
11413,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",26/12/2020,276,73,429,,,,60,25,122,,,,14,10,15,,,,22,8,67
11414,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",25/12/2020,398,257,493,,,,96,28,141,,,,12,8,16,,,,17,5,82
11415,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",24/12/2020,360,213,464,,,,66,8,147,,,,13,11,15,,,,19,5,92
11416,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",23/12/2020,369,112,500,,,,81,41,138,,,,13,8,16,,,,23,5,68
11417,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",22/12/2020,385,255,500,,,,82,36,171,,,,13,11,16,,,,31,6,76
11418,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",21/12/2020,385,323,453,,,,57,31,78,,,,13,12,15,,,,18,6,63
11419,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",20/12/2020,386,305,486,,,,56,33,94,,,,14,12,15,,,,26,6,65
11420,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",19/12/2020,278,100,393,,,,52,23,133,,,,14,8,15,,,,24,9,59
11421,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",18/12/2020,,,,,,,,,,,,,,,,,,,33,14,54
11422,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",17/12/2020,,,,,,,,,,,,,,,,,,,39,36,42
11423,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",16/12/2020,185,112,298,,,,39,33,55,,,,14,12,16,,,,45,23,67
11424,Uttar Pradesh,Lucknow,site_5128,"Gomti Nagar, Lucknow - UPPCB",15/12/2020,160,84,308,,,,49,27,117,,,,14,12,16,,,,21,9,52
