,State,City,Station_ID,Station_Name,Date,PM2.5_average,PM2.5_minimum,PM2.5_maximum,PM10_average,PM10_minimum,PM10_maximum,NO2_average,NO2_minimum,NO2_maximum,SO2_average,SO2_minimum,SO2_maximum,CO_average,CO_minimum,CO_maximum,OZONE_average,OZONE_minimum,OZONE_maximum,NH3_average,NH3_minimum,NH3_maximum
1656,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",31/12/2020,35,10,97,,,,4,1,26,18,1,101,49,42,58,47,22,66,,,
1657,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",30/12/2020,96,55,175,,,,16,9,24,29,24,32,24,17,32,39,14,42,,,
1658,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",29/12/2020,48,32,185,,,,20,13,32,29,26,36,24,19,37,34,7,39,,,
1659,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",28/12/2020,33,31,34,,,,19,14,23,27,23,31,26,19,36,27,8,37,,,
1660,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",27/12/2020,33,32,35,,,,22,14,32,25,21,30,30,21,41,23,4,36,,,
1661,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",26/12/2020,33,32,35,,,,17,11,27,23,20,26,25,20,37,23,1,32,,,
1662,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",25/12/2020,114,36,429,,,,20,11,36,22,18,27,25,19,46,27,1,38,,,
1663,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",24/12/2020,94,53,167,,,,22,10,37,25,18,30,25,17,53,23,1,41,,,
1664,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",23/12/2020,92,58,157,,,,27,12,53,19,13,25,30,19,41,26,2,41,,,
1665,Tamil Nadu,Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",22/12/2020,77,45,149,,,,23,13,49,16,12,25,29,18,36,30,10,45,,,
